date_key,reading_date,year,month,location_id,locality,timezone,pollutant,unit,reading_count,avg_value,min_value,max_value
20240611,2024-06-11,2024,6,2386747,,America/New_York,pm25,µg/m³,24,3.0492,1.48,4.37
20241114,2024-11-14,2024,11,3041962,,America/New_York,pm25,µg/m³,24,4.1146,3.18,5.82
20241025,2024-10-25,2024,10,3103622,,America/New_York,pm25,µg/m³,24,2.9633,1.18,5.05
20241031,2024-10-31,2024,10,3145072,,America/New_York,pm25,µg/m³,24,16.4767,9.64,24.3
20240319,2024-03-19,2024,3,2453305,,America/New_York,pm25,µg/m³,22,2.2158,0.481,6.09
20240420,2024-04-20,2024,4,2153518,,America/New_York,pm25,µg/m³,12,14.525,4.76,25.1
20240618,2024-06-18,2024,6,628,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,6.2,2.1,10.4
20240613,2024-06-13,2024,6,648,KINGS,America/New_York,pm25,µg/m³,23,10.613,8.0,13.3
20240608,2024-06-08,2024,6,664,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,3.7417,3.2,5.0
20240615,2024-06-15,2024,6,928,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,7.2542,2.0,12.8
20240629,2024-06-29,2024,6,496096,RICHMOND,America/New_York,pm25,µg/m³,23,1.7913,0.2,4.4
20241130,2024-11-30,2024,11,625,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,5.5958,3.3,8.4
20241123,2024-11-23,2024,11,971,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,11,1.7636,0.8,4.0
20241129,2024-11-29,2024,11,631,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,23,4.9913,1.3,7.9
20241025,2024-10-25,2024,10,971,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,20,2.81,0.0,7.9
20241007,2024-10-07,2024,10,665,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,7.25,4.4,16.2
20240314,2024-03-14,2024,3,857,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,12.2167,5.3,18.0
20240330,2024-03-30,2024,3,626,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,3.3708,2.4,5.0
20240323,2024-03-23,2024,3,631,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,23,6.013,1.7,10.2
20240609,2024-06-09,2024,6,2386747,,America/New_York,pm25,µg/m³,24,4.6286,0.432,14.1
20240630,2024-06-30,2024,6,2386747,,America/New_York,pm25,µg/m³,24,11.36,4.25,21.6
20240629,2024-06-29,2024,6,2903996,,America/New_York,pm25,µg/m³,19,8.3489,2.81,29.3
20241123,2024-11-23,2024,11,3103622,,America/New_York,pm25,µg/m³,24,3.4042,1.75,4.75
20241116,2024-11-16,2024,11,3145074,,America/New_York,pm25,µg/m³,24,6.4979,4.96,7.31
20240328,2024-03-28,2024,3,928,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,8.4,3.0,16.2
20240630,2024-06-30,2024,6,384,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,6.9542,4.1,11.3
20240608,2024-06-08,2024,6,625,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,23,1.2,0.0,3.5
20240618,2024-06-18,2024,6,631,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,7.9708,6.8,9.4
20240629,2024-06-29,2024,6,631,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,5.6708,3.3,10.1
20240601,2024-06-01,2024,6,665,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,5.8292,4.7,10.8
20240602,2024-06-02,2024,6,387315,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,8.5333,4.1,14.6
20241030,2024-10-30,2024,10,625,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,8.175,3.5,18.4
20241004,2024-10-04,2024,10,665,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,7.4292,5.2,11.7
20240310,2024-03-10,2024,3,928,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,18,2.4667,0.1,5.8
20240310,2024-03-10,2024,3,625,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,21,2.4429,0.1,4.8
20240319,2024-03-19,2024,3,626,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,2.8708,2.0,5.0
20240406,2024-04-06,2024,4,628,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,18,2.7944,0.1,9.2
20240414,2024-04-14,2024,4,628,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,23,5.0957,0.3,17.7
20240605,2024-06-05,2024,6,2616564,,America/New_York,pm25,µg/m³,24,18.3738,8.26,24.7
20240611,2024-06-11,2024,6,1775647,,America/New_York,pm25,µg/m³,24,6.435,5.07,8.43
20241110,2024-11-10,2024,11,2453313,,America/New_York,pm25,µg/m³,24,13.3446,2.63,41.8
20241030,2024-10-30,2024,10,3145069,,America/New_York,pm25,µg/m³,23,11.5665,5.59,19.6
20240417,2024-04-17,2024,4,2453305,,America/New_York,pm25,µg/m³,18,6.5728,2.38,13.8
20240429,2024-04-29,2024,4,2153518,,America/New_York,pm25,µg/m³,24,30.4125,21.8,38.2
20240616,2024-06-16,2024,6,664,New York-Northern New Jersey-Long Island,America/New_York,pm25,µg/m³,24,7.0167,4.8,9.2
20241104,2024-11-04,2024,11,496096,RICHMOND,America/New_York,pm25,µg/m³,24,5.4833,1.3,10.4
